vaultId,content
2,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldeuroeuroeuroeuro
3,goldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuro
8,goldgoldsilversilvereuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldgoldeuroeuro
4,goldgoldgoldsilversilversilversilvereuroeuroeuroeuro
3,goldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuro
1,goldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldsilversilvereuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilver
4,goldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuro
5,goldsilversilversilversilversilversilvereuroeuroeuroeuroeuro
5,silversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldeuroeuroeuroeuroeuroeuroeuro
4,goldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
7,goldgoldeuroeuroeuroeuroeuro
8,goldsilvereuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldgoldeuro
3,goldgoldeuroeuroeuroeuroeuroeuro
5,silversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldeuroeuroeuroeuroeuro
7,goldgoldgoldgoldsilversilversilversilversilversilversilversilversilver
7,goldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuro
2,euroeuroeuroeuro
2,euroeuroeuroeuro
7,goldgoldgoldgoldsilversilvereuroeuro
3,goldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuro
10,goldgoldeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuro
9,silversilversilversilversilversilvereuroeuro
3,euroeuroeuroeuroeuroeuroeuroeuroeuro
6,goldeuro
8,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuro
4,euroeuro
10,goldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
2,silversilversilversilversilversilver
6,silversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
2,goldsilversilversilver
10,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuro
3,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuro
7,goldsilvereuroeuroeuroeuroeuroeuroeuro
3,goldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldsilversilversilversilversilversilversilvereuroeuro
9,goldgoldgoldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuro
3,goldsilversilversilversilversilversilversilvereuroeuroeuro
1,goldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
8,silversilversilversilversilversilvereuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldeuroeuroeuroeuroeuro
7,silversilversilversilversilversilvereuroeuroeuroeuroeuro
10,goldgoldsilversilversilversilversilvereuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldsilvereuro
2,goldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuro
4,silversilversilvereuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldeuroeuroeuroeuroeuro
6,goldeuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
1,silversilversilversilversilversilversilvereuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
3,goldeuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuro
1,goldsilversilversilversilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuro
5,goldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuro
1,goldgoldgoldgoldgoldgoldgoldgoldeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuro
2,goldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuro
8,goldsilversilversilvereuroeuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuro
6,goldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldgoldeuroeuroeuroeuroeuro
5,goldgoldgoldgoldsilversilversilversilversilvereuroeuro
2,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
10,silversilversilversilver
4,goldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
9,goldgoldsilversilversilversilvereuroeuroeuroeuro
3,goldgoldeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuro
8,goldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuro
7,goldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuro
8,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
2,goldsilversilversilvereuroeuroeuroeuroeuro
3,goldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuro
8,goldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
4,goldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
3,silversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuro
5,silversilversilversilvereuroeuroeuro
9,goldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuro
8,goldgoldeuroeuro
2,goldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
2,silversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldsilversilversilversilversilvereuroeuroeuroeuroeuro
10,goldgoldsilversilversilversilversilversilversilversilversilvereuroeuro
4,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilver
1,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuro
8,goldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuro
5,silversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
8,silversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
8,goldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
8,silversilversilvereuroeuro
1,silvereuroeuroeuroeuro
3,goldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
9,goldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldeuroeuroeuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilver
10,euroeuroeuro
8,goldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
7,goldsilversilversilvereuroeuroeuroeuroeuroeuro
3,silversilver
7,goldsilversilversilversilversilversilversilvereuroeuroeuroeuro
10,goldgoldgoldgoldsilversilversilversilvereuroeuroeuro
8,goldgoldgoldsilversilversilvereuroeuro
6,silversilversilversilversilversilversilversilvereuroeuro
5,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuro
1,goldsilversilvereuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldeuroeuroeuro
4,silversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
6,silversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuro
6,goldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuro
6,goldgoldgoldgoldgoldsilversilversilversilver
7,goldgoldgoldgoldsilversilversilversilvereuro
3,goldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuro
2,goldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldgoldeuroeuro
1,goldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuro
9,silvereuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
6,euro
2,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuro
6,goldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
8,goldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuro
7,silversilversilversilversilvereuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuro
4,goldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldsilvereuroeuro
7,goldgoldgoldgoldgoldgoldeuro
5,goldsilvereuroeuroeuroeuroeuro
5,goldgoldsilversilversilversilversilversilversilversilvereuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilver
10,goldgoldgoldgoldsilversilvereuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuro
3,goldgoldgoldeuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldeuroeuroeuroeuroeuroeuroeuroeuroeuro
4,silvereuroeuroeuroeuroeuro
10,goldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuro
10,goldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuro
3,goldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuro
7,goldsilversilversilversilvereuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuro
7,goldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilver
2,goldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldeuroeuroeuroeuroeuroeuroeuroeuroeuro
1,goldsilversilversilversilversilvereuroeuro
6,goldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
10,euroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuro
1,goldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuroeuro
9,goldgoldsilvereuro
6,goldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
4,silversilversilversilversilversilversilvereuro
1,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuro
9,goldgoldgoldgoldgoldgold
7,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuro
6,goldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuro
2,silvereuroeuro
6,silversilvereuroeuro
1,silvereuroeuroeuroeuroeuroeuro
3,goldsilversilversilversilversilversilversilvereuro
10,goldgoldsilversilvereuroeuroeuroeuroeuroeuro
6,goldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
9,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilver
3,goldgoldgoldgoldgoldgoldgoldeuroeuroeuroeuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuroeuro
9,silver
10,goldgoldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuro
7,goldsilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldsilversilversilversilversilvereuro
10,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuro
9,goldgoldeuroeuroeuro
3,goldgoldgoldgoldsilversilversilversilversilvereuroeuroeuroeuro
2,goldgoldsilversilversilversilversilversilversilversilvereuroeuro
1,goldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldsilversilvereuroeuro
4,goldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
7,goldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuro
2,goldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuro
4,silversilvereuroeuro
1,goldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
6,goldgoldgoldgoldsilversilversilversilvereuroeuroeuro
4,goldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldgoldsilversilvereuroeuroeuroeuroeuro
3,goldgoldgoldsilversilversilversilversilversilversilver
10,goldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldgoldgoldeuro
7,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuro
4,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilver
6,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuro
2,goldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuroeuroeuroeuro
5,goldsilversilversilvereuroeuroeuroeuroeuro
7,goldgoldgoldsilversilversilversilvereuroeuroeuro
5,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuro
8,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilvereuroeuro
2,goldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuro
8,goldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldgoldsilvereuroeuroeuroeuro
10,goldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldgoldgoldgoldgoldeuroeuroeuroeuroeuro
5,goldgoldsilversilversilversilvereuroeuroeuroeuro
9,goldgoldgoldsilversilversilversilversilversilversilversilversilvereuro
6,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilvereuroeuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuro
8,goldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
3,goldgoldgoldgoldgoldeuroeuroeuro
2,goldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuro
6,goldgoldgoldsilversilvereuroeuroeuroeuroeuroeuro
1,goldgoldgoldgoldgoldgoldsilversilvereuroeuro
3,goldgoldgoldsilversilversilvereuroeuroeuro
1,goldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldgoldeuroeuroeuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldgoldsilversilversilversilversilversilvereuroeuro
1,goldgoldgoldgoldgoldgoldgoldgoldeuroeuroeuro
8,goldgoldgoldgoldgoldsilversilversilversilversilversilversilver
1,goldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuro
4,goldgoldgoldsilvereuroeuroeuroeuro
4,goldgoldgoldsilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
5,goldgoldgoldgoldsilversilversilversilversilversilversilversilversilvereuroeuroeuro
2,silversilversilversilversilversilversilversilvereuroeuroeuroeuroeuro
10,goldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuroeuroeuroeuro
10,goldgoldgoldgoldsilversilversilversilvereuroeuroeuroeuroeuroeuro
2,goldgoldgoldgoldgoldgoldgoldgoldgoldsilversilversilversilversilversilversilvereuroeuroeuro
3,silversilversilversilvereuroeuroeuroeuroeuroeuroeuroeuroeuro
3,goldgoldgoldsilversilversilvereuroeuro
